Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,No,Travel_Frequently,854,Sales,13,2,Other,1,388,3,Male,79,4,5,Sales Executive,2,Divorced,17087,23990,0,Y,No,11,3,1,80,3,31,4,3,11,9,2,5
48,No,Travel_Rarely,987,Research & Development,1,3,Other,1,389,1,Male,36,3,1,Laboratory Technician,1,Married,16485,5077,0,Y,No,22,3,1,80,1,9,3,2,8,11,9,9
46,No,Travel_Rarely,565,Research & Development,25,3,Human Resources,1,390,3,Male,79,1,1,Research Director,4,Single,14539,16729,3,Y,Yes,23,3,1,80,3,27,0,4,6,1,8,0
26,Yes,Travel_Rarely,813,Human Resources,15,1,Technical Degree,1,391,3,Male,89,2,5,Manager,1,Divorced,8481,10636,9,Y,No,25,3,2,80,1,10,5,1,13,9,2,11
32,Yes,Non-Travel,829,Research & Development,4,1,Human Resources,1,392,4,Male,36,4,5,Laboratory Technician,2,Married,4372,6376,5,Y,Yes,24,3,3,80,2,6,3,4,19,2,13,14
47,No,Travel_Rarely,818,Research & Development,4,3,Technical Degree,1,393,3,Male,69,4,2,Manufacturing Director,2,Divorced,19210,13704,8,Y,No,13,3,4,80,3,29,3,2,19,0,13,4
43,No,Travel_Rarely,1341,Research & Development,20,4,Medical,1,394,3,Male,74,1,3,Laboratory Technician,4,Divorced,15149,24006,0,Y,No,14,3,4,80,2,37,0,4,9,16,7,1
27,No,Travel_Frequently,181,Sales,10,2,Other,1,395,3,Male,88,2,3,Sales Executive,1,Divorced,18076,14116,9,Y,Yes,23,3,3,80,3,33,0,3,10,0,4,13
46,No,Travel_Rarely,581,Human Resources,28,3,Medical,1,396,2,Male,84,4,3,Manager,3,Married,15324,10082,4,Y,No,12,3,4,80,2,27,4,1,38,4,13,8
33,Yes,Travel_Frequently,1003,Research & Development,25,2,Human Resources,1,397,1,Male,93,3,4,Research Director,3,Divorced,15423,14690,8,Y,Yes,16,3,1,80,1,31,4,2,18,13,6,0
53,No,Travel_Rarely,992,Research & Development,6,1,Marketing,1,398,4,Male,94,1,2,Manufacturing Director,3,Divorced,3026,25753,7,Y,No,20,4,4,80,2,15,2,2,18,5,3,12
37,No,Travel_Rarely,119,Research & Development,27,2,Life Sciences,1,399,3,Male,83,4,3,Research Scientist,2,Single,5232,12510,6,Y,No,22,3,3,80,2,38,1,2,5,8,7,16
54,No,Travel_Frequently,1290,Research & Development,24,3,Marketing,1,400,1,Male,69,1,4,Research Scientist,1,Married,3193,21265,9,Y,Yes,11,3,2,80,1,0,0,1,7,13,3,1
39,No,Travel_Rarely,303,Sales,12,3,Marketing,1,401,3,Female,82,2,4,Sales Executive,3,Married,18750,23104,1,Y,No,11,3,2,80,3,33,3,3,0,3,4,13
24,Yes,Travel_Rarely,842,Human Resources,20,3,Life Sciences,1,402,2,Male,73,2,1,Human Resources,1,Divorced,7540,25039,8,Y,Yes,18,3,3,80,2,22,3,2,22,0,13,5
40,No,Travel_Rarely,1471,Research & Development,16,3,Other,1,403,2,Female,92,2,4,Manufacturing Director,4,Single,5675,14629,7,Y,Yes,14,3,4,80,0,19,4,4,39,5,0,5
58,No,Travel_Rarely,1491,Research & Development,3,4,Medical,1,404,3,Male,31,3,5,Research Director,3,Divorced,12264,24830,9,Y,No,25,4,4,80,0,17,1,2,36,6,9,8
57,Yes,Travel_Rarely,420,Sales,14,4,Medical,1,405,3,Female,50,4,4,Sales Executive,1,Divorced,3477,14597,9,Y,Yes,25,3,2,80,2,17,6,2,9,5,7,14
46,No,Travel_Rarely,318,Research & Development,1,4,Other,1,406,3,Male,79,2,5,Healthcare Representative,2,Married,8300,6902,8,Y,No,11,3,4,80,2,39,0,2,1,0,6,6
33,No,Travel_Rarely,1159,Research & Development,10,3,Life Sciences,1,407,2,Male,81,3,5,Manufacturing Director,4,Single,8264,7982,8,Y,Yes,17,3,2,80,2,20,4,2,35,7,10,5
55,No,Travel_Rarely,367,Sales,15,4,Technical Degree,1,408,2,Male,38,2,1,Sales Representative,4,Divorced,4929,7831,8,Y,Yes,19,3,3,80,3,7,6,3,1,11,4,4
45,No,Travel_Rarely,825,Human Resources,7,2,Marketing,1,409,1,Male,49,2,1,Human Resources,4,Married,5245,4452,2,Y,No,20,3,3,80,1,33,1,4,14,10,5,0
55,No,Travel_Rarely,876,Sales,4,3,Human Resources,1,410,4,Female,47,4,4,Sales Representative,4,Divorced,2948,7484,6,Y,No,17,4,4,80,0,10,0,3,19,1,0,6
48,Yes,Travel_Rarely,1205,Sales,14,1,Medical,1,411,4,Male,59,3,1,Sales Executive,2,Divorced,4865,22694,0,Y,Yes,11,3,1,80,0,9,3,4,20,1,7,7
31,Yes,Travel_Frequently,514,Human Resources,24,3,Other,1,412,2,Male,94,2,1,Human Resources,2,Single,1059,2500,8,Y,No,11,4,1,80,3,7,3,2,29,1,8,11
50,No,Travel_Rarely,1377,Human Resources,16,2,Human Resources,1,413,4,Female,53,3,3,Manager,3,Single,16935,22818,8,Y,Yes,22,3,2,80,2,7,4,1,23,7,10,9
26,No,Travel_Rarely,1137,Research & Development,14,4,Life Sciences,1,414,3,Male,76,3,4,Research Scientist,2,Single,2369,18543,2,Y,No,11,3,3,80,2,18,1,3,1,6,4,5
44,Yes,Travel_Rarely,502,Research & Development,3,3,Human Resources,1,415,1,Male,73,2,4,Laboratory Technician,2,Divorced,7814,2321,4,Y,No,25,3,2,80,1,0,3,1,37,15,9,15
41,No,Travel_Frequently,825,Research & Development,17,4,Human Resources,1,416,2,Male,58,2,4,Manufacturing Director,4,Single,12937,15263,7,Y,No,18,3,3,80,1,2,6,3,21,8,6,12
30,No,Travel_Rarely,383,Sales,21,3,Marketing,1,417,2,Male,97,1,1,Sales Representative,2,Married,13003,20662,5,Y,No,17,3,2,80,0,31,1,2,28,15,9,6
43,No,Travel_Rarely,1237,Sales,14,2,Life Sciences,1,418,4,Female,46,4,1,Sales Representative,4,Divorced,4054,12527,9,Y,No,24,4,2,80,1,15,4,3,13,1,12,6
46,No,Travel_Rarely,824,Research & Development,18,3,Human Resources,1,419,3,Female,34,2,5,Manufacturing Director,1,Single,12102,25278,9,Y,No,13,3,2,80,0,29,6,2,4,2,3,15
45,No,Travel_Rarely,852,Research & Development,3,4,Medical,1,420,1,Female,79,1,2,Research Director,1,Divorced,1266,26229,8,Y,No,13,3,4,80,3,27,6,3,23,1,14,9
45,No,Travel_Rarely,369,Research & Development,22,4,Life Sciences,1,421,4,Female,69,4,2,Healthcare Representative,1,Divorced,12660,17807,2,Y,No,22,3,1,80,2,27,2,2,25,16,5,14
25,No,Travel_Rarely,399,Research & Development,19,2,Medical,1,422,2,Male,75,2,2,Manufacturing Director,1,Married,1053,11215,6,Y,Yes,13,4,3,80,2,15,1,2,1,11,1,13
40,Yes,Travel_Rarely,1442,Sales,3,3,Other,1,423,2,Male,80,3,3,Sales Executive,1,Married,18727,24301,5,Y,No,12,4,2,80,0,32,5,4,33,10,3,11
46,No,Travel_Frequently,671,Research & Development,12,1,Other,1,424,4,Male,40,4,1,Laboratory Technician,1,Married,18064,12889,4,Y,No,24,3,1,80,2,24,1,2,22,5,4,14
22,Yes,Travel_Rarely,610,Sales,22,3,Technical Degree,1,425,3,Female,41,3,5,Sales Executive,1,Divorced,16363,19658,3,Y,No,24,3,2,80,3,17,4,4,34,9,13,7
59,No,Travel_Rarely,647,Research & Development,5,2,Other,1,426,1,Female,42,1,5,Laboratory Technician,4,Divorced,14598,17929,4,Y,No,14,3,2,80,1,25,5,2,14,13,8,6
24,No,Travel_Rarely,876,Research & Development,10,1,Human Resources,1,427,1,Male,93,2,2,Laboratory Technician,4,Married,8009,11325,3,Y,No,17,3,3,80,3,5,2,1,2,0,12,8
59,Yes,Travel_Frequently,466,Research & Development,9,2,Life Sciences,1,428,1,Male,37,1,3,Manufacturing Director,4,Divorced,15489,3195,2,Y,Yes,19,3,4,80,2,37,3,2,11,14,8,13
53,No,Travel_Frequently,648,Research & Development,1,3,Other,1,429,1,Female,94,2,3,Research Director,4,Married,7094,4193,6,Y,Yes,13,3,2,80,3,2,0,1,37,5,7,6
58,No,Travel_Rarely,372,Sales,13,1,Medical,1,430,3,Male,38,2,2,Sales Executive,2,Married,1243,2607,5,Y,No,20,4,3,80,2,5,4,1,16,12,12,11
44,No,Travel_Rarely,840,Sales,3,2,Human Resources,1,431,2,Female,31,3,2,Sales Executive,2,Single,7843,13418,3,Y,No,17,3,4,80,0,13,0,2,37,13,14,13
19,No,Travel_Rarely,638,Research & Development,19,4,Other,1,432,2,Male,42,1,1,Laboratory Technician,3,Married,16064,17585,8,Y,No,22,3,4,80,1,17,2,1,26,12,11,10
42,Yes,Travel_Rarely,1359,Research & Development,11,1,Marketing,1,433,1,Male,31,3,3,Manufacturing Director,2,Single,4216,15787,0,Y,No,25,3,1,80,1,15,5,4,18,15,13,5
26,No,Travel_Rarely,160,Sales,16,1,Medical,1,434,1,Male,97,3,5,Sales Representative,4,Married,3409,18017,0,Y,No,14,3,1,80,2,23,2,3,20,0,3,2
44,No,Travel_Rarely,1376,Sales,6,2,Medical,1,435,1,Female,77,3,2,Sales Executive,4,Divorced,10618,3926,8,Y,No,11,4,2,80,2,12,1,2,39,13,5,5
18,No,Travel_Rarely,187,Research & Development,24,4,Technical Degree,1,436,4,Male,32,1,1,Research Scientist,1,Single,13571,12966,6,Y,No,15,3,1,80,1,0,0,1,23,12,6,8
40,No,Travel_Rarely,864,Sales,3,1,Marketing,1,437,4,Male,97,2,5,Sales Executive,1,Divorced,8749,12384,1,Y,Yes,18,3,3,80,3,37,0,2,23,9,12,1
27,Yes,Travel_Rarely,491,Research & Development,19,2,Technical Degree,1,438,2,Female,35,2,3,Healthcare Representative,3,Divorced,15193,9231,9,Y,No,13,3,3,80,3,13,2,4,18,9,0,5
59,Yes,Travel_Rarely,1305,Research & Development,6,1,Other,1,439,2,Female,34,1,2,Healthcare Representative,2,Married,15047,13452,4,Y,No,20,3,1,80,3,16,5,2,30,3,12,13
42,Yes,Travel_Rarely,820,Sales,8,1,Marketing,1,440,1,Female,32,2,2,Sales Representative,4,Married,1659,7901,3,Y,Yes,14,3,3,80,1,12,0,2,39,13,0,3
20,No,Travel_Rarely,957,Sales,22,1,Medical,1,441,4,Male,39,1,1,Sales Representative,2,Divorced,17426,17976,0,Y,No,25,3,3,80,0,12,6,1,19,11,3,13
23,No,Travel_Rarely,250,Human Resources,13,4,Technical Degree,1,442,3,Female,72,1,1,Manager,3,Married,14128,16953,8,Y,No,13,4,2,80,2,8,3,4,14,5,2,9
23,No,Travel_Rarely,684,Research & Development,12,3,Human Resources,1,443,4,Male,48,2,3,Laboratory Technician,1,Married,8653,21594,5,Y,No,25,3,2,80,2,5,2,3,39,14,9,5
19,Yes,Travel_Rarely,222,Research & Development,10,3,Marketing,1,444,2,Male,43,4,2,Research Director,4,Married,18503,17231,5,Y,No,20,3,3,80,1,5,1,3,34,4,3,10
35,No,Travel_Rarely,866,Research & Development,3,4,Medical,1,445,4,Male,50,3,1,Manufacturing Director,1,Divorced,9662,24328,3,Y,No,24,3,1,80,0,29,1,1,34,9,12,12
40,Yes,Non-Travel,706,Human Resources,4,4,Life Sciences,1,446,2,Male,72,1,2,Manager,4,Single,15425,13173,1,Y,Yes,24,3,3,80,1,36,1,2,32,8,12,13
19,No,Non-Travel,357,Human Resources,1,2,Marketing,1,447,1,Female,57,1,3,Manager,1,Single,2883,26076,7,Y,No,18,3,4,80,3,13,0,1,39,9,8,10
29,No,Non-Travel,867,Research & Development,13,1,Marketing,1,448,3,Male,50,4,2,Research Scientist,1,Divorced,11438,6437,7,Y,No,20,3,4,80,3,3,2,1,17,11,1,4
39,Yes,Travel_Rarely,965,Research & Development,24,4,Other,1,449,1,Male,65,1,5,Healthcare Representative,3,Married,13222,6722,2,Y,Yes,18,3,4,80,2,33,1,1,16,3,13,7
54,No,Travel_Frequently,901,Sales,4,2,Human Resources,1,450,1,Female,53,1,2,Sales Executive,2,Married,17228,24662,6,Y,No,24,3,2,80,2,1,2,2,7,3,3,3
37,No,Non-Travel,1434,Research & Development,22,3,Other,1,451,3,Female,83,2,4,Manufacturing Director,1,Single,18649,11075,6,Y,No,14,3,1,80,2,16,0,4,19,12,6,11
56,No,Travel_Frequently,160,Research & Development,11,3,Marketing,1,452,3,Female,67,2,4,Healthcare Representative,4,Divorced,4249,3394,4,Y,No,21,3,3,80,2,13,3,1,10,13,1,5
41,No,Travel_Rarely,1123,Research & Development,19,3,Marketing,1,453,3,Male,46,4,3,Research Scientist,2,Divorced,16811,4041,4,Y,No,12,3,1,80,3,16,3,2,29,11,7,7
37,No,Travel_Frequently,1194,Human Resources,11,3,Human Resources,1,454,2,Female,51,1,3,Human Resources,2,Married,17131,4336,7,Y,Yes,22,4,1,80,3,29,3,4,26,12,9,3
18,Yes,Travel_Rarely,489,Sales,12,2,Human Resources,1,455,1,Male,74,3,3,Sales Representative,1,Married,11912,17723,3,Y,No,13,3,1,80,0,28,0,1,38,12,3,9
18,No,Travel_Rarely,1211,Research & Development,11,1,Technical Degree,1,456,2,Female,90,2,5,Manufacturing Director,1,Married,2418,19836,0,Y,No,13,3,4,80,2,6,1,3,13,1,8,10
34,No,Travel_Rarely,887,Sales,6,2,Medical,1,457,3,Male,40,3,5,Sales Representative,1,Divorced,11629,5750,0,Y,No,14,3,3,80,1,8,0,4,14,8,13,14
18,Yes,Travel_Rarely,1352,Research & Development,12,1,Medical,1,458,2,Female,90,3,2,Research Director,2,Single,2841,18785,8,Y,Yes,21,3,2,80,0,22,2,1,11,9,0,4
47,No,Travel_Frequently,694,Sales,27,3,Technical Degree,1,459,3,Male,67,4,1,Sales Executive,3,Divorced,19417,3544,3,Y,No,23,3,1,80,0,35,3,4,19,16,6,2
58,No,Travel_Rarely,1309,Sales,9,4,Medical,1,460,4,Male,95,4,4,Sales Representative,1,Divorced,6745,9460,0,Y,No,12,3,1,80,3,13,2,4,16,9,0,14
20,Yes,Travel_Rarely,1447,Sales,25,4,Marketing,1,461,3,Male,62,1,4,Sales Executive,2,Divorced,6002,20601,1,Y,No,12,3,4,80,2,19,0,4,39,12,10,1
28,No,Travel_Rarely,1010,Research & Development,10,4,Technical Degree,1,462,1,Male,72,4,4,Research Scientist,2,Single,12112,23360,9,Y,Yes,13,3,4,80,0,16,4,4,25,0,9,1
41,No,Travel_Rarely,1443,Research & Development,3,1,Technical Degree,1,463,1,Male,60,2,2,Research Scientist,4,Married,15406,4936,6,Y,No,22,3,3,80,2,31,4,4,13,1,10,7
39,No,Travel_Rarely,667,Research & Development,3,3,Medical,1,464,1,Female,64,1,2,Healthcare Representative,1,Married,4222,18111,1,Y,No,11,3,2,80,3,24,6,4,24,16,8,13
43,No,Travel_Rarely,500,Human Resources,20,2,Life Sciences,1,465,2,Male,66,1,3,Human Resources,3,Divorced,11364,15930,0,Y,No,18,4,2,80,0,29,0,1,25,12,13,8
30,No,Travel_Rarely,1000,Research & Development,28,4,Medical,1,466,1,Female,76,3,1,Healthcare Representative,4,Divorced,7217,16280,9,Y,No,16,3,4,80,0,26,1,3,24,16,11,4
18,Yes,Travel_Rarely,1418,Sales,23,1,Other,1,467,3,Male,52,3,3,Sales Representative,1,Single,10653,3758,8,Y,No,13,3,3,80,1,26,5,2,24,12,9,11
41,Yes,Travel_Frequently,394,Research & Development,16,4,Life Sciences,1,468,4,Male,65,3,2,Healthcare Representative,4,Single,7462,24851,4,Y,No,11,3,1,80,3,30,2,4,26,16,11,9
27,No,Travel_Rarely,586,Sales,3,2,Technical Degree,1,469,1,Female,69,1,5,Sales Representative,1,Married,12102,16514,3,Y,Yes,13,4,3,80,1,25,0,2,11,13,12,0
52,No,Travel_Rarely,904,Human Resources,10,3,Life Sciences,1,470,2,Female,44,4,3,Human Resources,4,Divorced,14750,6042,3,Y,No,11,3,2,80,3,13,0,1,19,9,9,10
41,No,Travel_Rarely,991,Sales,24,2,Marketing,1,471,4,Male,66,4,2,Sales Executive,3,Single,12272,22550,0,Y,No,13,3,4,80,1,20,4,4,15,1,11,16
45,Yes,Travel_Rarely,345,Human Resources,11,3,Human Resources,1,472,1,Male,33,4,2,Human Resources,4,Single,1314,5728,2,Y,No,14,3,1,80,3,27,3,3,24,13,0,2
53,No,Travel_Rarely,1061,Sales,8,3,Life Sciences,1,473,1,Female,51,1,5,Sales Executive,4,Divorced,2393,18692,0,Y,Yes,16,4,1,80,3,14,3,2,26,16,2,0
33,No,Travel_Rarely,1279,Research & Development,6,3,Other,1,474,4,Male,51,1,5,Laboratory Technician,4,Divorced,18967,5166,4,Y,Yes,17,3,2,80,0,29,5,4,17,4,11,16
57,No,Travel_Rarely,917,Research & Development,20,4,Human Resources,1,475,1,Male,46,1,5,Laboratory Technician,1,Divorced,1881,22950,4,Y,No,17,3,1,80,1,24,1,1,9,17,6,5
33,Yes,Travel_Frequently,374,Human Resources,11,2,Marketing,1,476,2,Female,67,1,1,Human Resources,1,Divorced,9369,4553,8,Y,Yes,19,3,3,80,1,10,1,3,29,2,13,12
34,Yes,Non-Travel,621,Sales,28,4,Other,1,477,3,Male,53,1,2,Sales Representative,3,Divorced,10804,5800,7,Y,No,18,3,2,80,1,10,5,2,0,15,12,3
32,No,Non-Travel,1253,Research & Development,27,2,Human Resources,1,478,3,Male,35,4,5,Laboratory Technician,4,Divorced,18423,19684,4,Y,Yes,23,4,2,80,0,27,1,2,3,17,0,4
33,No,Travel_Frequently,1498,Human Resources,21,1,Marketing,1,479,4,Female,97,1,1,Human Resources,2,Single,10935,10695,4,Y,No,14,4,1,80,2,4,6,4,22,4,14,14
32,No,Travel_Rarely,669,Research & Development,12,1,Human Resources,1,480,3,Female,35,4,4,Healthcare Representative,4,Divorced,16500,5563,6,Y,No,16,3,2,80,3,27,6,3,6,7,4,13
51,Yes,Travel_Rarely,739,Research & Development,16,2,Human Resources,1,481,1,Male,55,1,4,Research Director,2,Married,7914,26885,1,Y,Yes,21,3,4,80,1,7,4,3,29,5,5,14
28,No,Travel_Rarely,260,Research & Development,18,2,Medical,1,482,1,Male,70,4,4,Healthcare Representative,2,Divorced,5451,6941,6,Y,Yes,11,3,3,80,3,25,0,3,25,14,13,11
18,No,Travel_Rarely,753,Research & Development,13,2,Other,1,483,2,Male,67,2,2,Research Director,4,Married,16299,2442,0,Y,No,18,3,2,80,0,5,1,3,0,2,2,13
32,No,Travel_Rarely,277,Research & Development,22,2,Other,1,484,3,Female,72,2,1,Healthcare Representative,2,Married,4676,5745,4,Y,No,16,3,4,80,3,31,4,1,28,8,12,9
43,No,Non-Travel,721,Research & Development,3,3,Life Sciences,1,485,4,Female,82,4,1,Laboratory Technician,2,Married,18669,4972,5,Y,No,12,3,1,80,0,31,6,3,24,10,5,7
21,No,Travel_Frequently,312,Human Resources,15,4,Other,1,486,1,Male,44,2,4,Manager,4,Divorced,7562,13951,9,Y,No,18,3,2,80,2,11,2,2,39,13,3,3
22,Yes,Travel_Frequently,548,Sales,22,3,Other,1,487,4,Male,85,2,3,Sales Representative,1,Divorced,17935,6843,0,Y,No,14,4,4,80,1,5,0,2,25,8,5,7
52,No,Travel_Rarely,687,Sales,28,4,Human Resources,1,488,1,Male,85,4,4,Sales Executive,4,Married,5817,13355,8,Y,Yes,19,3,1,80,0,12,5,1,16,9,5,3
30,No,Travel_Frequently,268,Human Resources,21,4,Technical Degree,1,489,1,Male,60,1,2,Manager,3,Divorced,8740,22472,8,Y,No,14,3,4,80,3,38,2,2,30,14,3,10
27,No,Travel_Frequently,561,Research & Development,14,4,Medical,1,490,2,Female,86,1,4,Laboratory Technician,2,Single,1592,13398,0,Y,No,11,3,1,80,0,39,3,2,7,17,0,4
28,No,Travel_Rarely,1017,Research & Development,18,3,Life Sciences,1,491,3,Male,80,4,4,Research Director,3,Single,17903,2096,3,Y,No,17,3,3,80,0,33,3,3,4,6,2,9
35,No,Travel_Rarely,1482,Research & Development,28,2,Medical,1,492,2,Male,53,3,1,Research Scientist,2,Single,10147,19595,7,Y,No,20,4,2,80,2,22,0,2,0,4,10,5
51,Yes,Travel_Rarely,1429,Sales,29,3,Life Sciences,1,493,3,Male,87,3,4,Sales Representative,1,Single,8704,25361,1,Y,No,15,3,3,80,1,16,1,1,14,17,9,3
56,No,Travel_Rarely,1358,Sales,14,3,Marketing,1,494,4,Male,33,2,5,Sales Executive,2,Divorced,4482,14788,7,Y,No,20,3,3,80,0,0,0,3,35,0,6,16
58,Yes,Travel_Rarely,1452,Research & Development,5,4,Human Resources,1,495,3,Male,39,3,5,Laboratory Technician,4,Married,2207,16447,9,Y,No,21,4,2,80,0,6,1,4,6,11,1,6
59,No,Travel_Frequently,1307,Research & Development,21,1,Other,1,496,4,Male,92,2,3,Healthcare Representative,2,Divorced,5004,3611,8,Y,No,22,3,3,80,3,12,5,3,26,5,3,8
40,No,Travel_Rarely,1459,Research & Development,14,1,Other,1,497,1,Female,44,1,2,Healthcare Representative,3,Single,13122,23324,8,Y,No,15,4,3,80,0,13,3,1,34,12,5,2
24,No,Travel_Rarely,1154,Sales,25,3,Technical Degree,1,498,4,Female,92,4,2,Sales Representative,4,Divorced,5544,12181,0,Y,Yes,14,3,4,80,0,16,6,3,26,16,4,8
56,No,Travel_Rarely,815,Human Resources,27,4,Medical,1,499,4,Female,48,1,1,Manager,3,Divorced,6880,22057,8,Y,Yes,16,3,1,80,1,29,6,3,19,8,13,3
20,No,Non-Travel,1218,Human Resources,8,3,Medical,1,500,1,Male,92,4,2,Human Resources,1,Single,3456,15269,3,Y,No,11,3,3,80,1,33,0,1,17,0,5,8
29,No,Travel_Rarely,942,Research & Development,28,3,Medical,1,501,4,Female,85,3,3,Manufacturing Director,3,Married,10417,20857,7,Y,No,13,4,2,80,3,26,0,3,39,11,4,5
24,Yes,Non-Travel,969,Research & Development,28,2,Other,1,502,4,Female,50,1,5,Manufacturing Director,3,Divorced,7853,22742,8,Y,Yes,21,3,4,80,0,24,5,1,1,0,8,10
43,No,Travel_Rarely,789,Sales,23,4,Medical,1,503,1,Male,63,1,1,Sales Representative,3,Divorced,18683,21301,2,Y,Yes,22,3,1,80,0,34,6,1,29,3,10,14
50,No,Travel_Rarely,431,Research & Development,15,1,Human Resources,1,504,1,Male,46,2,5,Laboratory Technician,4,Single,13422,19326,5,Y,Yes,17,4,3,80,0,8,1,4,37,6,11,5
54,No,Travel_Rarely,1309,Research & Development,28,1,Life Sciences,1,505,1,Male,47,4,3,Manufacturing Director,1,Married,16178,7130,2,Y,No,21,3,3,80,2,5,3,2,29,4,12,9
32,No,Travel_Rarely,196,Sales,29,1,Other,1,506,3,Male,95,3,1,Sales Representative,1,Single,8558,18683,0,Y,No,18,3,2,80,2,25,3,2,6,4,1,15
19,No,Travel_Rarely,886,Human Resources,15,3,Human Resources,1,507,1,Female,80,1,4,Manager,1,Single,9702,2614,9,Y,No,22,3,3,80,3,37,1,3,38,6,3,3
58,No,Travel_Rarely,750,Research & Development,19,4,Marketing,1,508,1,Male,94,4,2,Research Director,3,Divorced,12072,22054,5,Y,No,19,3,2,80,2,38,5,3,12,16,0,12
24,No,Non-Travel,454,Human Resources,26,2,Human Resources,1,509,4,Male,72,3,3,Manager,4,Married,17779,23591,4,Y,No,11,3,3,80,3,26,1,4,32,11,11,4
49,Yes,Non-Travel,1031,Research & Development,20,1,Human Resources,1,510,2,Male,86,1,1,Healthcare Representative,4,Single,9612,17799,2,Y,Yes,14,4,3,80,0,39,5,4,39,14,12,16
21,No,Travel_Rarely,1042,Research & Development,6,4,Marketing,1,511,2,Male,39,4,5,Healthcare Representative,4,Divorced,3015,8352,3,Y,No,12,4,2,80,2,30,1,4,29,2,6,15
37,Yes,Travel_Frequently,1085,Research & Development,19,1,Human Resources,1,512,3,Male,66,2,1,Laboratory Technician,3,Single,6222,25285,1,Y,No,12,3,1,80,1,2,3,1,29,16,0,0
53,No,Travel_Rarely,1390,Human Resources,27,2,Life Sciences,1,513,3,Male,77,1,4,Human Resources,1,Divorced,19540,4228,9,Y,No,11,3,4,80,2,23,3,4,22,13,5,0
49,No,Travel_Rarely,1144,Research & Development,25,4,Other,1,514,2,Male,98,4,3,Research Scientist,3,Married,4877,17548,9,Y,No,15,3,2,80,0,14,0,4,23,14,9,13
45,No,Travel_Frequently,747,Sales,8,3,Technical Degree,1,515,2,Female,85,3,1,Sales Representative,4,Single,10539,6932,3,Y,Yes,12,3,1,80,1,5,6,3,19,14,9,1
30,No,Travel_Rarely,727,Sales,6,3,Marketing,1,516,1,Female,65,3,3,Sales Executive,3,Married,15369,20953,3,Y,No,14,3,1,80,3,10,6,4,27,14,12,14
18,No,Travel_Rarely,240,Research & Development,20,1,Other,1,517,4,Female,60,2,3,Research Scientist,2,Married,7646,24295,2,Y,No,19,4,2,80,0,29,5,1,18,10,8,2
52,No,Travel_Frequently,817,Research & Development,23,1,Medical,1,518,1,Female,84,1,5,Laboratory Technician,1,Divorced,17745,23023,5,Y,No,21,3,4,80,1,34,3,1,12,17,1,12
47,No,Non-Travel,863,Human Resources,29,4,Life Sciences,1,519,3,Female,67,2,2,Human Resources,1,Single,5973,26271,0,Y,No,13,3,2,80,2,37,5,3,15,9,0,0
53,No,Travel_Rarely,356,Sales,15,2,Technical Degree,1,520,2,Female,44,4,4,Sales Executive,4,Single,2311,2879,8,Y,No,25,3,3,80,3,39,5,4,14,8,11,12
42,No,Travel_Frequently,1210,Research & Development,27,1,Life Sciences,1,521,3,Female,45,3,1,Manufacturing Director,3,Divorced,8758,10237,9,Y,No,18,3,3,80,2,28,2,4,10,2,14,14
33,No,Travel_Rarely,777,Research & Development,3,4,Life Sciences,1,522,1,Female,82,2,2,Manufacturing Director,4,Divorced,1855,26186,2,Y,Yes,20,3,1,80,1,22,2,1,11,0,10,15
36,No,Travel_Rarely,193,Human Resources,10,2,Medical,1,523,3,Male,85,1,5,Manager,3,Married,14399,17144,2,Y,Yes,23,3,3,80,1,2,1,4,21,10,10,10
18,No,Travel_Rarely,1194,Research & Development,15,1,Technical Degree,1,524,3,Male,36,4,2,Laboratory Technician,2,Single,14744,22575,2,Y,Yes,16,3,4,80,0,25,6,4,24,15,10,2
22,No,Travel_Rarely,138,Research & Development,24,1,Life Sciences,1,525,4,Female,86,1,3,Research Director,1,Single,15885,23675,6,Y,No,20,3,2,80,3,13,5,4,2,2,9,7
39,No,Travel_Rarely,241,Research & Development,16,4,Medical,1,526,3,Male,84,2,3,Manufacturing Director,1,Divorced,14976,15729,7,Y,No,15,3,4,80,3,18,1,2,23,8,12,5
41,No,Travel_Rarely,968,Research & Development,17,1,Marketing,1,527,1,Male,81,3,4,Manufacturing Director,3,Divorced,19917,13076,1,Y,No,12,3,1,80,1,20,1,3,24,10,2,4
54,No,Travel_Frequently,781,Sales,19,3,Medical,1,528,4,Male,33,3,1,Sales Executive,1,Divorced,19271,15503,0,Y,Yes,21,3,3,80,0,20,0,2,8,16,5,14
53,No,Travel_Frequently,1303,Sales,11,2,Human Resources,1,529,3,Male,72,2,1,Sales Executive,3,Single,5114,18082,4,Y,No,23,3,3,80,1,8,2,3,27,0,14,8
53,Yes,Travel_Frequently,238,Research & Development,16,2,Other,1,530,1,Female,69,1,5,Laboratory Technician,4,Single,3828,20635,7,Y,No,13,3,2,80,1,12,2,1,29,8,12,4
